,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GREEN ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"90 DAYS
SALES","BRANCH
STOCK","IN
TRANSIST","OPEN
PURCHASE
ORDER","ON HAND+
ON ORDER","NO OF
SALES
DAYS","90 DAYS
SALES /90",,"LEAD
TIME
FACTOR","VARIABILITY
FACTOR",,,"DECOUPLING
LEAD
TIME","DESIRED
ORDER
CYCLE",ADU * DLT,ADU * DLT * LTF,CYCLE * ADU,MOQ,"WHICH
IS
HIGHER",ADU * DLT * LTF,RED BASE * VF,BASE + RED SAFETY,RED,TOR + YELLOW,RED + YELLOW + GREEN,RED + GREEN 50%,,"(ADU*
DLT)*0.3",ON HAND,ON ORDER,"(ON HAND+
ON ORDER)-
QUALIFIED DEMAND",NET FLOW / TOG,"ORDER
RECOMMENDATION",,,TOR,"TOR+
GREEN",TOR+ GREEN*50%,,"TOR ""-""
(TOR + GREEN)",,
S.NO,MASTER SKU,"PRODUCT
CLASSIFICATION ",LEAD TIME,"PRICE
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,ERD,0,0,0,0,0,0,0.00,,0.75,0.25,,,10,7,0,0,0,120,120,0.0,0.00,0.0,0.0,0.00,120.0,60.00,,0.00,0,0,0,0%,120,,,0.0,120.0,60,,0 - 120,,
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,CB2,0,0,0,0,0,0,0.00,,0.75,0.25,,,10,7,0,0,0,120,120,0.0,0.00,0.0,0.0,0.00,120.0,60.00,,0.00,0,0,0,0%,120,,,0.0,120.0,60,,0 - 120,,
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,TNV,93,8,0,0,8,89,1.04,,0.75,0.25,,,10,7,10,8,7,120,120,7.8,1.96,9.8,9.8,20.25,140.2,69.80,,3.13,8,0,5,3%,135,,,9.8,129.8,70,,10 - 130,,
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,SLM,0,0,0,0,0,0,0.00,,0.75,0.25,,,10,7,0,0,0,120,120,0.0,0.00,0.0,0.0,0.00,120.0,60.00,,0.00,0,0,0,0%,120,,,0.0,120.0,60,,0 - 120,,
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,MDU,71,52,80,0,132,89,0.80,,0.75,0.25,,,10,7,8,6,6,120,120,6.0,1.50,7.5,7.5,15.46,135.5,67.48,,2.39,52,80,130,96%,0,,,7.5,127.5,67,,7 - 127,,
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,VPM,122,55,0,0,55,89,1.37,,0.75,0.25,,,10,7,14,10,10,120,120,10.3,2.57,12.9,12.9,26.56,146.6,72.85,,4.11,55,0,51,35%,0,,,12.9,132.9,73,,13 - 133,,
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,TUT,60,6,0,0,6,89,0.67,,0.75,0.25,,,10,7,7,5,5,120,120,5.1,1.26,6.3,6.3,13.06,133.1,66.32,,2.02,6,0,4,3%,129,,,6.3,126.3,66,,6 - 126,,
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,DGL,18,20,30,0,50,89,0.20,,0.75,0.25,,,10,7,2,2,1,120,120,1.5,0.38,1.9,1.9,3.92,123.9,61.90,,0.61,20,30,49,40%,0,,,1.9,121.9,62,,2 - 122,,
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,PDY,87,65,0,0,65,89,0.98,,0.75,0.25,,,10,7,10,7,7,120,120,7.3,1.83,9.2,9.2,18.94,138.9,69.16,,2.93,65,0,62,45%,0,,,9.2,129.2,69,,9 - 129,,
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,NGL,0,0,0,0,0,0,0.00,,0.75,0.25,,,10,7,0,0,0,120,120,0.0,0.00,0.0,0.0,0.00,120.0,60.00,,0.00,0,0,0,0%,120,,,0.0,120.0,60,,0 - 120,,
5,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRIB RN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100",5,"124, 139, 164",3,2,10,120,ALL,TOT,526,274,110,0,384,90,5.84,,0.75,0.25,,,10,7,58,44,41,120,120,43.8,10.96,54.79,54.8,113.24,233.2,114.79,19.64,17.53,274,110,366,157%,0,,,54.8,174.8,115,,55 - 175,,
6,MENSINNER WEARECONOMICDAILY WEARINNER WEAR TOPSOLIDRN VESTCLASSICPOOMEX,ESSIENTIAL ,10,1 - 200,"80, 85, 90, 95, 100, 110",6,"111, 126, 142, 149, 164, 185",6,2,56,120,ALL,TUP,1455,401,0,0,401,89,16.35,,0.75,0.25,,,10,7,163,123,114,120,123,122.6,30.65,153.3,153.3,316.75,439.4,214.57,,49.04,401,0,352,80%,0,ABOVE TOY,GREEN,153.3,275.9,215,,153 - 276,,
